Why	2	6
What	176	405
How	8	22
When	24	48
Where	37	49
Whom	48	52
From	14	15
To	17	19
On	4	8
Under	0	0
Left	0	0
Right	0	0
Near	0	0
NextTo	0	0
MiddleOf	0	0
Opposite	0	0
hasProperty	67	85
hasPredicate	225	446
